time,value
2024-08-22T12:21:34.607726372Z,24.399999618530273
2024-08-22T12:21:36.549545357Z,24.299999237060547
2024-08-22T12:21:58.771225043Z,24.200000762939453
2024-08-22T12:22:00.819363844Z,24.299999237060547
2024-08-22T12:22:13.003171241Z,24.399999618530273
2024-08-22T12:22:14.94983481Z,24.200000762939453
2024-08-22T12:22:16.998502719Z,24.299999237060547
2024-08-22T12:22:25.087224791Z,24.200000762939453
2024-08-22T12:22:27.135405677Z,24.299999237060547
2024-08-22T12:22:29.183404713Z,24.200000762939453
2024-08-22T12:22:31.129372732Z,24.299999237060547
2024-08-22T12:22:35.230405782Z,24.200000762939453
2024-08-22T12:22:37.273056879Z,24.299999237060547
2024-08-22T12:22:47.308105378Z,24.200000762939453
2024-08-22T12:22:51.404097978Z,24.299999237060547
2024-08-22T12:22:53.452158927Z,24.200000762939453
2024-08-22T12:22:59.493654001Z,24.299999237060547
2024-08-22T12:23:01.542098393Z,24.200000762939453
2024-08-22T12:23:05.538104256Z,24.299999237060547
2024-08-22T12:23:09.630959336Z,24.200000762939453
2024-08-22T12:23:13.629959078Z,24.299999237060547
2024-08-22T12:23:15.676033821Z,24.200000762939453
2024-08-22T12:23:17.721391481Z,24.299999237060547
2024-08-22T12:23:19.769553817Z,24.200000762939453
2024-08-22T12:23:23.767986208Z,24.299999237060547
2024-08-22T12:23:25.812089648Z,24.200000762939453
2024-08-22T12:23:27.85838484Z,24.299999237060547
2024-08-22T12:23:31.955283193Z,24.200000762939453
2024-08-22T12:23:35.948507123Z,24.299999237060547
2024-08-22T12:23:37.996514965Z,24.200000762939453
2024-08-22T12:23:44.038088732Z,24.299999237060547
2024-08-22T12:23:46.087421294Z,24.200000762939453
2024-08-22T12:23:52.127846752Z,24.299999237060547
2024-08-22T12:23:58.169414505Z,24.200000762939453
2024-08-22T12:24:00.217247335Z,24.299999237060547
2024-08-22T12:24:02.267628232Z,24.200000762939453
2024-08-22T12:24:04.315656145Z,24.299999237060547
2024-08-22T12:24:20.492695328Z,24.200000762939453
2024-08-22T12:24:22.541876753Z,24.399999618530273
2024-08-22T12:24:24.589220845Z,24.600000381469727
2024-08-22T12:24:26.637514558Z,24.899999618530273
2024-08-22T12:24:28.593751472Z,25
2024-08-22T12:24:30.63149852Z,25.100000381469727
2024-08-22T12:24:32.782954437Z,25.200000762939453
2024-08-22T12:24:36.774527133Z,25.299999237060547
2024-08-22T12:24:38.823103854Z,25.399999618530273
2024-08-22T12:24:40.768462022Z,25.5
2024-08-22T12:24:44.864417651Z,25.600000381469727
2024-08-22T12:24:50.906852823Z,25.700000762939453
